source_index,bout_key,fly_id,split,frames,seconds,path_mm,net_displacement_mm,mean_path_speed_mm_s,cycles_T1L,cycles_T1R,cycles_T2L,cycles_T2R,cycles_T3L,cycles_T3R
35,bout_0035,session5/2025_10_11_10_29_50,validation,260,0.32375,7.546864986419678,7.261538982391357,23.310779880832982,4,3,3,4,4,3
36,bout_0036,session5/2025_10_11_10_29_50,validation,489,0.61,16.067184448242188,15.854833602905273,26.339646636462604,7,7,7,7,7,7
37,bout_0037,session5/2025_10_11_10_29_50,validation,338,0.42125,5.637882709503174,5.4746785163879395,13.383697826713766,3,5,4,3,4,3
38,bout_0038,session5/2025_10_11_10_29_50,validation,362,0.45125,10.527771949768066,9.856486320495605,23.330242547962474,5,5,5,5,4,6
39,bout_0039,session5/2025_10_11_10_29_50,validation,363,0.4525,13.669464111328125,13.519243240356445,30.20876046702348,5,6,6,5,6,6
40,bout_0040,session5/2025_10_11_10_29_50,validation,265,0.33,7.345102310180664,6.862058639526367,22.257885788426254,3,3,3,4,4,3
41,bout_0041,session5/2025_10_11_10_29_50,validation,239,0.2975,6.567407608032227,6.041854381561279,22.075319690864628,3,3,3,3,3,3
42,bout_0042,session5/2025_10_11_10_29_50,validation,500,0.62375,16.648303985595703,15.80414867401123,26.69066771237788,8,7,7,8,8,7
43,bout_0043,session5/2025_10_11_10_29_50,validation,284,0.35375,7.875476837158203,7.405566692352295,22.262832048503753,3,4,4,3,4,4
44,bout_0044,session5/2025_10_11_10_29_50,validation,251,0.3125,6.151605129241943,6.020988464355469,19.68513641357422,3,3,3,3,3,3
45,bout_0045,session5/2025_10_11_10_29_50,validation,465,0.58,15.108222961425781,14.712687492370605,26.048660278320316,6,7,6,6,6,7
46,bout_0046,session5/2025_10_11_10_29_50,validation,248,0.30875,9.345104217529297,9.23133373260498,30.267544024386385,4,3,3,4,4,3
47,bout_0047,session5/2025_10_11_10_29_50,validation,281,0.35,10.09227466583252,9.582993507385254,28.8350704738072,4,5,5,4,4,5
48,bout_0048,session5/2025_10_11_10_29_50,validation,197,0.245,4.585395336151123,3.7836906909942627,18.715899331229075,3,3,3,2,2,3
49,bout_0049,session5/2025_10_11_10_29_50,validation,281,0.35,7.843995094299316,7.704788684844971,22.411414555140905,4,3,3,4,4,4
50,bout_0050,session5/2025_10_11_10_29_50,validation,494,0.61625,18.03325843811035,17.493846893310547,29.26289401721761,8,7,8,8,8,7
51,bout_0051,session5/2025_10_11_10_29_50,validation,470,0.58625,15.553001403808594,14.675713539123535,26.529639921208688,7,7,8,7,7,7
52,bout_0052,session5/2025_10_11_10_29_50,validation,267,0.3325,6.780679702758789,6.656382083892822,20.393021662432446,3,3,4,3,3,4
53,bout_0053,session5/2025_10_11_10_29_50,validation,475,0.5925,13.260416984558105,11.537662506103516,22.380450606849124,6,7,7,6,6,7
54,bout_0054,session5/2025_10_11_10_29_50,validation,280,0.34875,8.449010848999023,8.209444999694824,24.226554405731967,4,4,4,4,4,4
55,bout_0055,session5/2025_10_11_10_29_50,validation,346,0.43125,12.507275581359863,12.14569091796875,29.002378159675043,5,5,5,6,6,5
56,bout_0056,session5/2025_10_11_10_29_50,validation,241,0.3,6.740322113037109,6.670958518981934,22.467740376790367,3,3,3,3,3,3
57,bout_0057,session5/2025_10_11_10_29_50,validation,394,0.49125,17.266529083251953,16.911705017089844,35.14815080560194,7,7,7,7,7,7
58,bout_0058,session5/2025_10_11_10_29_50,validation,290,0.36125,9.731928825378418,9.402897834777832,26.93959536436932,5,4,4,5,5,4
59,bout_0059,session5/2025_10_11_10_29_50,validation,216,0.26875,5.670865058898926,5.38969612121582,21.100893242414607,3,3,3,2,3,3
60,bout_0060,session5/2025_10_11_10_29_50,validation,337,0.42,10.59056282043457,10.329201698303223,25.215625762939453,5,6,5,5,5,5
61,bout_0061,session5/2025_10_11_10_29_50,validation,337,0.42,12.356866836547852,12.068614959716797,29.421111515590123,6,5,5,6,6,6
62,bout_0062,session5/2025_10_11_10_29_50,validation,249,0.31,5.4301629066467285,5.213703632354736,17.51665453757009,3,3,3,4,3,3
63,bout_0063,session5/2025_10_11_10_29_50,validation,403,0.5025,13.253913879394531,13.159350395202637,26.37594801869559,6,6,6,6,6,6
64,bout_0064,session5/2025_10_11_10_29_50,validation,293,0.365,10.846537590026855,10.252575874328613,29.71654134253933,5,5,5,5,5,5
65,bout_0065,session5/2025_10_11_10_29_50,validation,320,0.39875,8.903142929077148,8.76447868347168,22.327631170099433,5,4,4,5,4,5
66,bout_0066,session5/2025_10_11_10_29_50,validation,236,0.29375,9.329911231994629,9.220151901245117,31.761399938705118,4,5,4,4,4,4
67,bout_0067,Session5_2/2025_10_11_10_59_13,test,372,0.46375,6.865560531616211,5.952188014984131,14.804443194859754,4,4,4,4,5,4
68,bout_0068,Session5_2/2025_10_11_10_59_13,test,168,0.20875,4.621018409729004,4.525749683380127,22.136615136426368,2,2,2,3,2,2
69,bout_0069,Session5_2/2025_10_11_10_59_13,test,255,0.3175,3.9929561614990234,3.6940102577209473,12.576239878737082,4,2,2,4,5,4
70,bout_0070,Session5_2/2025_10_11_10_59_13,test,306,0.38125,7.385554313659668,6.872450828552246,19.37194574074667,4,4,3,4,7,3
71,bout_0071,Session5_2/2025_10_11_10_59_13,test,452,0.56375,2.79729962348938,2.494576930999756,4.961950551644133,3,3,3,2,3,1
72,bout_0072,Session5_2/2025_10_11_10_59_13,test,628,0.78375,6.335090160369873,4.001827716827393,8.083049646404943,5,5,5,5,5,4
73,bout_0073,Session5_2/2025_10_11_10_59_13,test,559,0.6975,3.78000545501709,3.133391857147217,5.41936265952271,3,4,7,2,3,4
74,bout_0074,Session5_2/2025_10_11_10_59_13,test,678,0.84625,9.694658279418945,8.560935974121094,11.456021600495061,5,6,6,5,6,8
75,bout_0075,Session5_2/2025_10_11_10_59_13,test,301,0.375,3.958609104156494,3.5821902751922607,10.556290944417318,2,3,3,2,2,3
76,bout_0076,Session5_2/2025_10_11_10_59_13,test,569,0.71,17.297544479370117,16.497291564941406,24.362738703338195,8,8,7,8,8,6
77,bout_0077,Session5_2/2025_10_11_10_59_13,test,363,0.4525,4.920795440673828,4.724071979522705,10.874686056737742,3,3,3,3,2,3
78,bout_0078,Session5_2/2025_10_11_10_59_13,test,291,0.3625,3.235149383544922,3.029869318008423,8.924550023572198,2,3,1,2,2,4
79,bout_0079,Session5_2/2025_10_11_10_59_13,test,895,1.1175,13.416254997253418,12.133423805236816,12.00559731297845,9,8,8,9,9,8
80,bout_0080,Session5_2/2025_10_11_10_59_13,test,543,0.6775,5.892594337463379,4.996641159057617,8.697556217658123,3,4,3,4,4,4
81,bout_0081,Session5_2/2025_10_11_10_59_13,test,508,0.63375,5.824852466583252,5.415452003479004,9.191088704667854,5,6,5,4,4,6
82,bout_0082,Session5_2/2025_10_11_10_59_13,test,555,0.6925,7.540399551391602,5.775547981262207,10.888663612117837,5,4,4,3,3,5
83,bout_0083,Session5_2/2025_10_11_10_59_13,test,382,0.47625,3.374124526977539,3.165030002593994,7.084775909664124,3,2,4,3,5,2
84,bout_0084,Session5_2/2025_10_11_10_59_13,test,379,0.4725,4.815639972686768,4.5036845207214355,10.191830630024905,3,4,4,3,4,3
85,bout_0085,session6/2025_10_12_15_06_46,validation,956,1.19375,10.136801719665527,6.460072040557861,8.491561649981593,6,5,5,4,6,3
86,bout_0086,session6/2025_10_12_15_06_46,validation,246,0.30625,3.659860610961914,3.0847909450531006,11.9505652602838,2,2,2,2,2,2
87,bout_0087,session6/2025_10_12_15_06_46,validation,208,0.25875,9.54991340637207,8.371020317077637,36.907877899022495,3,4,4,3,3,4
88,bout_0088,session6/2025_10_12_15_06_46,validation,488,0.60875,5.041790008544922,4.525651931762695,8.282201246069686,3,3,3,4,2,4
89,bout_0089,session6/2025_10_12_15_06_46,validation,237,0.295,7.884304046630859,7.547717571258545,26.726454395358846,3,3,3,3,3,4
90,bout_0090,session6/2025_10_12_15_06_46,validation,276,0.34375,11.150407791137695,10.8102445602417,32.43754993785512,4,4,4,4,5,4
91,bout_0091,session6/2025_10_12_15_06_46,validation,204,0.25375,5.476003646850586,4.924351692199707,21.580309938327435,2,3,3,2,2,3
92,bout_0092,session6/2025_10_12_15_06_46,validation,526,0.65625,15.793668746948242,14.78686237335205,24.06654285249256,7,7,7,7,7,8
93,bout_0093,session6/2025_10_12_15_06_46,validation,114,0.14125,2.955223321914673,2.9145150184631348,20.921935022404764,1,2,2,1,1,2
94,bout_0094,session6/2025_10_12_15_06_46,validation,210,0.26125,6.101883888244629,5.298727989196777,23.356493352132553,4,2,3,3,3,3
95,bout_0095,session6/2025_10_12_15_06_46,validation,290,0.36125,7.45431661605835,7.037161350250244,20.634786480438336,3,4,4,3,3,3
96,bout_0096,session6/2025_10_12_15_06_46,validation,498,0.62125,18.368526458740234,16.87091636657715,29.567044601593942,8,7,8,8,8,7
97,bout_0097,session6/2025_10_12_15_06_46,validation,176,0.21875,4.445832252502441,4.20844841003418,20.323804582868302,2,2,2,2,2,2
98,bout_0098,session6/2025_10_12_15_06_46,validation,619,0.7725,10.501567840576172,9.397452354431152,13.594262576797634,5,5,5,5,5,6
99,bout_0099,session6/2025_10_12_15_06_46,validation,698,0.87125,17.29884147644043,15.377805709838867,19.855198251294613,9,7,8,7,8,6
100,bout_0100,session6/2025_10_12_15_06_46,validation,576,0.71875,7.972251892089844,5.769471645355225,11.091828719429348,5,4,4,5,3,4
101,bout_0101,session6/2025_10_12_15_06_46,validation,186,0.23125,5.478361129760742,4.941145896911621,23.690210290857262,3,2,3,3,3,2
102,bout_0102,session6/2025_10_12_15_06_46,validation,116,0.14375,3.6306939125061035,3.403402090072632,25.257001130477242,2,1,1,2,2,1
103,bout_0103,session6/2025_10_12_15_06_46,validation,266,0.33125,6.320595741271973,5.55918025970459,19.081043747236144,4,3,3,4,3,3
104,bout_0104,session6/2025_10_12_15_06_46,validation,231,0.2875,5.383267879486084,5.104620456695557,18.724410015603773,3,2,2,3,3,2
105,bout_0105,session6/2025_10_12_15_06_46,validation,636,0.79375,14.846736907958984,12.267590522766113,18.70455043522392,6,7,7,6,6,6
106,bout_0106,session6/2025_10_12_15_06_46,validation,148,0.18375,5.559144973754883,5.434268951416016,30.253850197305486,2,2,2,2,3,2
107,bout_0107,session6/2025_10_12_15_06_46,validation,324,0.40375,13.447704315185547,12.360006332397461,33.30700759179083,5,5,6,5,5,5
108,bout_0108,session6/2025_10_12_15_06_46,validation,337,0.42,10.843001365661621,9.894410133361816,25.816669918241956,5,4,5,5,5,5
109,bout_0109,session6/2025_10_12_15_06_46,validation,729,0.91,12.19281005859375,9.695902824401855,13.398692372081044,6,7,7,6,6,4
110,bout_0110,session6/2025_10_12_15_06_46,validation,249,0.31,12.611298561096191,12.331208229064941,40.681608261600616,5,5,4,5,5,4
111,bout_0111,session6/2025_10_12_15_06_46,validation,148,0.18375,4.767769813537598,4.594956874847412,25.947046604286246,2,2,2,2,2,2
112,bout_0112,session6/2025_10_12_15_06_46,validation,146,0.18125,4.664234161376953,4.375309467315674,25.73370571794181,3,2,2,2,3,2
113,bout_0113,session6/2025_10_12_15_06_46,validation,183,0.2275,6.178133010864258,5.640333652496338,27.15662861918355,3,2,3,3,3,3
114,bout_0114,session6/2025_10_12_15_06_46,validation,316,0.39375,6.190749168395996,5.165990352630615,15.722537570529514,3,3,3,3,4,3
115,bout_0115,session6/2025_10_12_15_06_46,validation,104,0.12875,3.2173354625701904,3.189467191696167,24.989013301516042,1,1,1,1,2,1
116,bout_0116,session6/2025_10_12_15_06_46,validation,253,0.315,9.47421646118164,9.158916473388672,30.07687765454489,4,4,4,4,4,3
117,bout_0117,session6/2025_10_12_15_06_46,validation,151,0.1875,5.523297309875488,5.258684158325195,29.45758565266927,2,3,3,2,2,3
118,bout_0118,session6/2025_10_12_15_06_46,validation,240,0.29875,5.292197227478027,5.029901027679443,17.71446770703942,3,3,2,3,2,3
119,bout_0119,session6/2025_10_12_15_06_46,validation,178,0.22125,7.455687522888184,7.338796615600586,33.69802270231947,3,3,3,3,3,4
120,bout_0120,session6/2025_10_12_15_06_46,validation,185,0.23,4.391222953796387,4.142085075378418,19.092273712158203,3,2,2,3,2,2
121,bout_0121,session6/2025_10_12_15_06_46,validation,234,0.29125,6.02522611618042,5.251412391662598,20.687471643537922,3,3,3,2,2,3
122,bout_0122,session6/2025_10_12_15_06_46,validation,221,0.275,7.553317070007324,7.2876152992248535,27.46660752729936,3,3,3,3,4,4
123,bout_0123,session6/2025_10_12_15_06_46,validation,200,0.24875,6.179198265075684,5.803471565246582,24.840998050555513,4,3,3,3,3,3
124,bout_0124,session6/2025_10_12_15_06_46,validation,415,0.5175,14.3134765625,13.252198219299316,27.658891908212563,7,7,7,6,6,7
125,bout_0125,session6/2025_10_12_15_06_46,validation,117,0.145,3.46048641204834,3.248699903488159,23.865423531367863,2,1,1,2,2,2
126,bout_0126,session6/2025_10_12_15_06_46,validation,245,0.305,7.946476936340332,7.376706123352051,26.05402274209945,4,3,3,4,4,4
127,bout_0127,session6/2025_10_12_15_06_46,validation,225,0.28,5.96666145324707,5.727972984313965,21.309505190168107,3,3,3,3,3,3
128,bout_0128,session6/2025_10_12_15_06_46,validation,159,0.1975,2.795694589614868,2.6978588104248047,14.155415643619586,2,1,1,2,2,1
129,bout_0129,session6/2025_10_12_15_06_46,validation,350,0.43625,7.984635353088379,6.400362968444824,18.302889061520638,4,5,5,4,4,4
130,bout_0130,session6/2025_10_12_15_06_46,validation,177,0.22,4.369551658630371,3.8999381065368652,19.861598448319867,2,2,3,2,2,3
131,bout_0131,session6/2025_10_12_15_06_46,validation,199,0.2475,4.648720741271973,4.104693412780762,18.782710065745345,3,2,3,3,3,2
132,bout_0132,session6/2025_10_12_15_06_46,validation,322,0.40125,6.9117560386657715,6.085993766784668,17.225560220973886,4,4,4,4,3,4
133,bout_0133,session6/2025_10_12_15_06_46,validation,229,0.285,4.457165241241455,4.257990837097168,15.639176285057738,3,2,2,2,2,2
134,bout_0134,session6/2025_10_12_15_06_46,validation,162,0.20125,5.370460033416748,5.2836809158325195,26.685515693996262,2,3,3,2,2,4
135,bout_0135,session6/2025_10_12_15_06_46,validation,173,0.215,4.03190803527832,3.8615996837615967,18.75306062920149,2,2,2,2,2,2
136,bout_0136,session6/2025_10_12_15_06_46,validation,1011,1.2625,17.510517120361328,15.810791969299316,13.86971653097927,10,10,10,9,11,10
137,bout_0137,session6/2025_10_12_15_06_46,validation,632,0.78875,11.473769187927246,8.711634635925293,14.546775515597144,7,6,5,6,6,6
138,bout_0138,session6/2025_10_12_15_06_46,validation,535,0.6675,11.172807693481445,9.581199645996094,16.738288679372953,6,6,6,6,6,6
139,bout_0139,session6/2025_10_12_15_06_46,validation,327,0.4075,6.048439025878906,5.862110137939453,14.842795155531059,3,3,3,3,3,3
140,bout_0140,session6/2025_10_12_15_06_46,validation,612,0.76375,19.051517486572266,18.29731559753418,24.944703746739464,8,9,9,9,8,9
141,bout_0141,session6/2025_10_12_15_06_46,validation,318,0.39625,8.398603439331055,7.297405242919922,21.195213727018434,4,4,5,4,4,5
142,bout_0142,session6/2025_10_12_15_06_46,validation,555,0.6925,11.05223560333252,10.10359001159668,15.95990700842241,6,6,6,7,6,5
143,bout_0143,session6/2025_10_12_15_06_46,validation,220,0.27375,8.986852645874023,8.29080867767334,32.828685464379994,4,3,3,4,4,3
144,bout_0144,session6/2025_10_12_15_06_46,validation,205,0.255,5.195601463317871,5.034706115722656,20.374907699285767,3,2,2,3,3,2
145,bout_0145,session6/2025_10_12_15_06_46,validation,250,0.31125,6.943572044372559,6.755033016204834,22.3086652028034,3,3,3,3,4,3
146,bout_0146,session6/2025_10_12_15_06_46,validation,295,0.3675,6.9688591957092285,6.733872890472412,18.96288216519518,3,4,4,3,3,3
147,bout_0147,session6/2025_10_12_15_06_46,validation,494,0.61625,13.283357620239258,11.396432876586914,21.555144211341595,6,7,7,6,6,7
148,bout_0148,session6/2025_10_12_15_06_46,validation,369,0.46,11.525761604309082,8.427513122558594,25.056003487628438,6,6,6,5,5,5
149,bout_0149,session6/2025_10_12_15_06_46,validation,288,0.35875,10.32419204711914,9.606051445007324,28.778235671412236,5,4,4,4,6,4
150,bout_0150,session6/2025_10_12_15_06_46,validation,216,0.26875,5.837916374206543,5.627620220184326,21.722479531931324,3,3,3,3,3,3
151,bout_0151,session6/2025_10_12_15_06_46,validation,212,0.26375,6.38301944732666,6.212052822113037,24.201021601238523,4,3,3,4,3,4
152,bout_0152,session6/2025_10_12_15_06_46,validation,614,0.76625,17.538875579833984,14.048187255859375,22.88923403567241,11,9,8,9,9,7
153,bout_0153,session6/2025_10_12_15_06_46,validation,218,0.27125,6.453978061676025,6.18305778503418,23.793467508483044,2,3,3,3,3,3
154,bout_0154,session6/2025_10_12_15_06_46,validation,90,0.11125,2.71764874458313,2.5713045597076416,24.428303322095548,2,1,1,2,2,1
155,bout_0155,session6/2025_10_12_15_06_46,validation,175,0.2175,4.534245491027832,4.322065830230713,20.84710570587509,2,3,3,2,2,2
156,bout_0156,session6/2025_10_12_15_06_46,validation,176,0.21875,4.431827068328857,4.263903617858887,20.259780883789062,3,2,3,2,2,4
157,bout_0157,session6/2025_10_12_15_06_46,validation,196,0.24375,5.554505825042725,5.401062488555908,22.787716205303486,2,3,3,2,3,4
158,bout_0158,session6/2025_10_12_15_06_46,validation,449,0.56,15.34990119934082,14.505230903625488,27.41053785596575,6,7,7,6,7,7
159,bout_0159,session6/2025_10_12_15_06_46,validation,217,0.27,5.469176769256592,5.085999488830566,20.256210256505895,3,3,3,3,2,2
160,bout_0160,session6/2025_10_12_15_06_46,validation,209,0.26,6.306218147277832,6.0934739112854,24.254685181837814,3,3,3,3,2,4
161,bout_0161,session6/2025_10_12_15_06_46,validation,266,0.33125,7.2442474365234375,6.866700649261475,21.86942622346698,4,3,4,4,5,3
162,bout_0162,session6/2025_10_12_15_06_46,validation,229,0.285,7.6643548011779785,7.331781387329102,26.8924729865894,4,4,4,3,3,4
163,bout_0163,session6/2025_10_12_15_06_46,validation,404,0.50375,16.62425422668457,16.257665634155273,33.0010009462721,7,7,7,7,7,7
164,bout_0164,session6/2025_10_12_15_06_46,validation,311,0.3875,9.374312400817871,9.159436225891113,24.191773937594505,5,4,4,5,5,4
165,bout_0165,session6/2025_10_12_15_06_46,validation,208,0.25875,6.686453342437744,6.322627544403076,25.841365574638626,4,3,3,3,4,3
166,bout_0166,session6/2025_10_12_15_06_46,validation,182,0.22625,4.495586395263672,4.322936058044434,19.8699951171875,2,2,2,3,2,2
167,bout_0167,session6/2025_10_12_15_06_46,validation,290,0.36125,8.9753999710083,8.669218063354492,24.845397843621594,4,4,4,4,5,4
168,bout_0168,session6/2025_10_12_15_06_46,validation,328,0.40875,8.952285766601562,8.693293571472168,21.90161655437691,4,4,4,4,4,4
169,bout_0169,session6/2025_10_12_15_06_46,validation,171,0.2125,5.003009796142578,4.864119529724121,23.543575511259192,2,2,2,2,3,3
170,bout_0170,session6/2025_10_12_15_06_46,validation,166,0.20625,4.736881732940674,4.628690242767334,22.96669931122751,3,2,2,2,2,2
171,bout_0171,session6/2025_10_12_15_06_46,validation,353,0.44,8.366525650024414,7.970920085906982,19.014831022782758,4,4,4,4,5,4
172,bout_0172,session6/2025_10_12_15_06_46,validation,170,0.21125,5.066719055175781,4.857669353485107,23.984468900240387,2,3,3,3,2,3
173,bout_0173,Session6/2025_10_12_15_55_19,validation,1350,1.68625,10.797046661376953,8.909228324890137,6.402992831061202,8,7,11,8,6,8
174,bout_0174,Session6/2025_10_12_15_55_19,validation,259,0.3225,3.82503080368042,3.6882667541503906,11.860560631567193,3,3,2,3,4,2
175,bout_0175,Session6/2025_10_12_15_55_19,validation,1178,1.47125,7.6075639724731445,5.543403625488281,5.17081663379653,6,5,4,3,7,3
176,bout_0176,Session6/2025_10_12_15_55_19,validation,578,0.72125,5.707642078399658,5.07771110534668,7.913541876463998,5,3,3,4,6,3
177,bout_0177,Session6/2025_10_12_15_55_19,validation,416,0.51875,5.199185371398926,4.339865207672119,10.022526017154554,3,4,4,3,5,3
178,bout_0178,Session6/2025_10_12_15_55_19,validation,356,0.44375,6.863903045654297,6.677631855010986,15.467950525418134,4,4,7,4,5,3
179,bout_0179,Session6/2025_10_12_15_55_19,validation,1214,1.51625,9.513792991638184,6.378255367279053,6.274554322597318,7,7,8,7,9,6
180,bout_0180,Session6/2025_10_12_15_55_19,validation,563,0.7025,5.14246129989624,4.552336692810059,7.320229608393224,3,3,4,3,6,3
181,bout_0181,Session6/2025_10_12_15_55_19,validation,184,0.22875,3.6270532608032227,3.339644432067871,15.855970539030482,2,2,2,2,4,2
182,bout_0182,Session6/2025_10_12_15_55_19,validation,223,0.2775,3.993687629699707,3.8490376472473145,14.391667134052996,2,2,2,2,2,2
183,bout_0183,Session6/2025_10_12_15_55_19,validation,189,0.235,7.620362281799316,7.526831150054932,32.42707353957156,3,3,3,3,3,3
184,bout_0184,Session6/2025_10_12_15_55_19,validation,917,1.145,9.282991409301758,6.571968078613281,8.107416077992802,6,6,5,6,7,5
185,bout_0185,Session6/2025_10_12_15_55_19,validation,519,0.6475,6.419637680053711,5.72710657119751,9.9144983475733,4,4,5,4,6,5
186,bout_0186,Session6/2025_10_12_15_55_19,validation,174,0.21625,3.282059907913208,3.193452835083008,15.177155643529286,1,2,2,2,2,3
187,bout_0187,Session6/2025_10_12_15_55_19,validation,232,0.28875,3.845733642578125,3.6444015502929688,13.318558069534632,2,2,2,2,3,2
188,bout_0188,Session6/2025_10_12_15_55_19,validation,341,0.425,8.061491012573242,7.5526299476623535,18.96821414723116,4,4,4,4,5,4
189,bout_0189,Session6/2025_10_12_15_55_19,validation,453,0.565,2.9279279708862305,2.036802053451538,5.182173399798638,1,5,5,1,10,1
190,bout_0190,Session6/2025_10_12_15_55_19,validation,1427,1.7825,18.173585891723633,15.074613571166992,10.19556010755884,12,11,11,11,15,10
191,bout_0191,Session6/2025_10_12_15_55_19,validation,164,0.20375,5.13515567779541,4.942267894744873,25.20321805052962,2,3,3,2,2,2
192,bout_0192,Session6/2025_10_12_15_55_19,validation,127,0.1575,5.2492899894714355,5.04424524307251,33.32882532997737,2,2,2,2,2,2
193,bout_0193,Session6/2025_10_12_15_55_19,validation,164,0.20375,4.205173492431641,3.981020450592041,20.638888306412962,2,3,3,2,2,3
194,bout_0194,session7/2025_10_13_12_33_18,test,438,0.54625,6.262943744659424,5.214117050170898,11.46534323965112,3,3,2,4,3,3
195,bout_0195,session7/2025_10_13_12_33_18,test,231,0.2875,5.521973609924316,5.433846473693848,19.206864730171535,3,2,2,3,3,2
